"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"2/4 15","MnM (19)","re:take (16)","cache","Copenhagen Games 2015","19577","6042","6076","1610","19","16"
"2/4 15","Sespåmermaid (11)","Frederiksberg (16)","overpass","Copenhagen Games 2015","19548","5509","6067","1610","11","16"
"2/4 15","Badger (16)","Sapiens (10)","mirage","Copenhagen Games 2015","19538","6063","6077","1610","16","10"
"2/4 15","Lucidez (8)","myRevenge (16)","inferno","Copenhagen Games 2015","19528","4656","4716","1610","8","16"
"2/4 15","Temp.no (5)","CPLAY (16)","dust2","Copenhagen Games 2015","19485","4611","4593","1610","5","16"
"2/4 15","TAKTIKSTATIV (10)","Sharkgaming (16)","mirage","Copenhagen Games 2015","19458","5513","6078","1610","10","16"
"2/4 15","Space Soldiers (16)","FONA (8)","dust2","Copenhagen Games 2015","19420","5929","6079","1610","16","8"
"2/4 15","NiP (16)","fnatic (7)","inferno","FACEIT League 2015 Stage 1","19417","4411","4991","1662","16","7"
"2/4 15","Lemondogs (13)","Menace (16)","cache","Copenhagen Games 2015","19573","4413","4576","1610","13","16"
"2/4 15","Lions (6)","myKPV (16)","cache","Copenhagen Games 2015","19569","4736","5355","1610","6","16"
"2/4 15","FUGL? (16)","h$fyre (13)","inferno","Copenhagen Games 2015","19558","6069","6070","1610","16","13"
"2/4 15","Blight (8)","INSHOCK (16)","mirage","Copenhagen Games 2015","19554","4444","5613","1610","8","16"
"2/4 15","Games4u (16)","schlaegeros (10)","cache","Copenhagen Games 2015","19546","5745","5790","1610","16","10"
"2/4 15","TJ'S HELTE (2)","Free Transfer (16)","inferno","Copenhagen Games 2015","19474","6081","6068","1610","2","16"
"2/4 15","malefiQ (16)","melty (4)","cache","Copenhagen Games 2015","19464","6072","6073","1610","16","4"
"2/4 15","puta (16)","jQntefabrikkeN (9)","dust2","Copenhagen Games 2015","19469","4546","5323","1610","16","9"
"2/4 15","Natus Vincere (16)","fnatic (11)","overpass","FACEIT League 2015 Stage 1","19414","4608","4991","1662","16","11"
"2/4 15","Menace (16)","MnM (2)","cache","Copenhagen Games 2015","19576","4576","6042","1610","16","2"
"2/4 15","Lemondogs (16)","re:take (4)","cache","Copenhagen Games 2015","19572","4413","6076","1610","16","4"
"2/4 15","Lions (16)","no_rhythm (2)","nuke","Copenhagen Games 2015","19568","4736","6075","1610","16","2"
"2/4 15","INSHOCK (16)","FUGL? (2)","cache","Copenhagen Games 2015","19557","5613","6069","1610","16","2"
"2/4 15","Blight (16)","h$fyre (11)","mirage","Copenhagen Games 2015","19553","4444","6070","1610","16","11"
"2/4 15","Frederiksberg (8)","Games4u (16)","mirage","Copenhagen Games 2015","19547","6067","5745","1610","8","16"
"2/4 15","Sespåmermaid (10)","schlaegeros (16)","cache","Copenhagen Games 2015","19545","5509","5790","1610","10","16"
"2/4 15","FONA (16)","Sapiens (8)","mirage","Copenhagen Games 2015","19537","6079","6077","1610","16","8"
"2/4 15","Space Soldiers (16)","Badger (8)","mirage","Copenhagen Games 2015","19533","5929","6063","1610","16","8"
"2/4 15","CPLAY (16)","Lucidez (6)","overpass","Copenhagen Games 2015","19495","4593","4656","1610","16","6"
"2/4 15","Temp.no (16)","myRevenge (11)","cache","Copenhagen Games 2015","19484","4611","4716","1610","16","11"
"2/4 15","puta (16)","TJ'S HELTE (5)","mirage","Copenhagen Games 2015","19473","4546","6081","1610","16","5"
"2/4 15","jQntefabrikkeN (16)","Free Transfer (4)","mirage","Copenhagen Games 2015","19468","5323","6068","1610","16","4"
"2/4 15","Sharkgaming (16)","melty (11)","mirage","Copenhagen Games 2015","19463","6078","6073","1610","16","11"
"2/4 15","TAKTIKSTATIV (16)","malefiQ (11)","mirage","Copenhagen Games 2015","19426","5513","6072","1610","16","11"
"2/4 15","partyastronauts (4)","myKPV (16)","inferno","Copenhagen Games 2015","19419","4732","5355","1610","4","16"
"2/4 15","MIXERINO (2)","Free Transfer (16)","nuke","Copenhagen Games 2015","19552","6074","6068","1610","2","16"
"2/4 15","malefiQ (16)","DENiED (11)","nuke","Copenhagen Games 2015","19544","6072","6064","1610","16","11"
"2/4 15","MnM (16)","e9 (13)","nuke","Copenhagen Games 2015","19536","6042","6065","1610","16","13"
"2/4 15","eSpuma (1)","partyastronauts (16)","nuke","Copenhagen Games 2015","19532","4698","4732","1610","1","16"
"2/4 15","Sapiens (16)","FoxamoX (10)","nuke","Copenhagen Games 2015","19494","6077","6066","1610","16","10"
"2/4 15","Frederiksberg (16)","1. Holdet (9)","nuke","Copenhagen Games 2015","19482","6067","6062","1610","16","9"
"2/4 15","PRiME (13)","FUGL? (16)","nuke","Copenhagen Games 2015","19472","4443","6069","1610","13","16"
"2/4 15","Sharkgaming (16)","TEMPEST (9)","nuke","Copenhagen Games 2015","19462","6078","6080","1610","16","9"
"2/4 15","kRoGhs KanonEr (14)","TJ'S HELTE (16)","nuke","Copenhagen Games 2015","19425","6071","6081","1610","14","16"
"2/4 15","naptoR.Factory (9)","h$fyre (16)","nuke","Copenhagen Games 2015","19418","4829","6070","1610","9","16"
"2/4 15","schlaegeros (16)","Frederiksberg (12)","dust2","Copenhagen Games 2015","19481","5790","6067","1610","16","12"
"2/4 15","puta (16)","Free Transfer (11)","dust2","Copenhagen Games 2015","19551","4546","6068","1610","16","11"
"2/4 15","DENiED (19)","FONA (22)","dust2","Copenhagen Games 2015","19541","6064","6079","1610","19","22"
"2/4 15","MnM (10)","no_rhythm (16)","dust2","Copenhagen Games 2015","19535","6042","6075","1610","10","16"
"2/4 15","Lemondogs (16)","eSpuma (1)","dust2","Copenhagen Games 2015","19531","4413","4698","1610","16","1"
"2/4 15","Blight (16)","Sapiens (9)","dust2","Copenhagen Games 2015","19493","4444","6077","1610","16","9"
"2/4 15","Space Soldiers (16)","PRiME (7)","dust2","Copenhagen Games 2015","19471","5929","4443","1610","16","7"
"2/4 15","Temp.no (16)","h$fyre (6)","dust2","Copenhagen Games 2015","19467","4611","6070","1610","16","6"
"2/4 15","jQntefabrikkeN (19)","Sharkgaming (16)","dust2","Copenhagen Games 2015","19460","5323","6078","1610","19","16"
"2/4 15","TJ'S HELTE (4)","TAKTIKSTATIV (16)","dust2","Copenhagen Games 2015","19424","6081","5513","1610","4","16"
"2/4 15","myKPV (16)","re:take (10)","dust2","Copenhagen Games 2015","19575","5355","6076","1610","16","10"
"2/4 15","re:take (9)","myKPV (16)","inferno","Copenhagen Games 2015","19574","6076","5355","1610","9","16"
"2/4 15","INSHOCK (16)","Sespåmermaid (3)","dust2","Copenhagen Games 2015","19571","5613","5509","1610","16","3"
"2/4 15","Sespåmermaid (3)","INSHOCK (16)","inferno","Copenhagen Games 2015","19570","5509","5613","1610","3","16"
"2/4 15","CPLAY (16)","Badger (2)","dust2","Copenhagen Games 2015","19567","4593","6063","1610","16","2"
"2/4 15","Badger (8)","CPLAY (16)","inferno","Copenhagen Games 2015","19566","6063","4593","1610","8","16"
"2/4 15","myRevenge (10)","melty (16)","dust2","Copenhagen Games 2015","19556","4716","6073","1610","10","16"
"2/4 15","melty (16)","myRevenge (6)","inferno","Copenhagen Games 2015","19555","6073","4716","1610","16","6"
"2/4 15","Free Transfer (16)","MIXERINO (1)","inferno","Copenhagen Games 2015","19550","6068","6074","1610","16","1"
"2/4 15","DENiED (16)","malefiQ (5)","inferno","Copenhagen Games 2015","19540","6064","6072","1610","16","5"
"2/4 15","no_rhythm (16)","e9 (10)","inferno","Copenhagen Games 2015","19534","6075","6065","1610","16","10"
"2/4 15","eSpuma (16)","partyastronauts (7)","inferno","Copenhagen Games 2015","19530","4698","4732","1610","16","7"
"2/4 15","Blight (16)","FoxamoX (1)","inferno","Copenhagen Games 2015","19492","4444","6066","1610","16","1"
"2/4 15","1. Holdet (23)","Frederiksberg (25)","inferno","Copenhagen Games 2015","19477","6062","6067","1610","23","25"
"2/4 15","Space Soldiers (16)","FUGL? (7)","inferno","Copenhagen Games 2015","19470","5929","6069","1610","16","7"
"2/4 15","h$fyre (16)","naptoR.Factory (14)","inferno","Copenhagen Games 2015","19466","6070","4829","1610","16","14"
"2/4 15","jQntefabrikkeN (16)","TEMPEST (1)","inferno","Copenhagen Games 2015","19459","5323","6080","1610","16","1"
"2/4 15","kRoGhs KanonEr (6)","TJ'S HELTE (16)","inferno","Copenhagen Games 2015","19415","6071","6081","1610","6","16"
"2/4 15","Games4u (16)","Lucidez (9)","dust2","Copenhagen Games 2015","19413","5745","4656","1610","16","9"
"2/4 15","Lucidez (9)","Games4u (16)","inferno","Copenhagen Games 2015","19412","4656","5745","1610","9","16"
"2/4 15","Menace (16)","Lions (5)","dust2","Copenhagen Games 2015","19411","4576","4736","1610","16","5"
"2/4 15","Menace (16)","Lions (5)","inferno","Copenhagen Games 2015","19410","4576","4736","1610","16","5"
"1/4 15","SKDC (5)","CLG (16)","dust2","FACEIT League 2015 Stage 1","19409","5454","5974","1662","5","16"
"1/4 15","Liquid (6)","eLevate (16)","nuke","FACEIT League 2015 Stage 1","19408","5973","5775","1662","6","16"
"1/4 15","Mythic (8)","Cloud9 (16)","cache","FACEIT League 2015 Stage 1","19407","5479","5752","1662","8","16"
"31/3 15","LGB (11)","TSM (16)","dust2","FACEIT League 2015 Stage 1","19406","5962","5996","1662","11","16"
"31/3 15","Titan (9)","Natus Vincere (16)","dust2","FACEIT League 2015 Stage 1","19405","5284","4608","1662","9","16"
"31/3 15","Natus Vincere (19)","Titan (21)","inferno","FACEIT League 2015 Stage 1","19403","4608","5284","1662","19","21"
"31/3 15","fnatic (16)","LGB (11)","cache","FACEIT League 2015 Stage 1","19402","4991","5962","1662","16","11"
"29/3 15","NiP (2)","EnVyUs (16)","mirage","SLTV StarSeries XII Finals","19401","4411","5991","1605","2","16"
"29/3 15","NiP (9)","EnVyUs (16)","inferno","SLTV StarSeries XII Finals","19400","4411","5991","1605","9","16"
"29/3 15","TSM (13)","NiP (16)","nuke","SLTV StarSeries XII Finals","19399","5996","4411","1605","13","16"
"29/3 15","NiP (16)","TSM (6)","dust2","SLTV StarSeries XII Finals","19397","4411","5996","1605","16","6"
"29/3 15","Streamline (7)","Immunity (16)","dust2","FACEIT League 2015 Stage 1","19396","5869","4791","1662","7","16"
"29/3 15","TRIDENT (10)","Chiefs (16)","cache","FACEIT League 2015 Stage 1","19398","5290","6010","1662","10","16"
"29/3 15","Vox Eminor (16)","AVANT GARDE (9)","cache","FACEIT League 2015 Stage 1","19395","4784","5293","1662","16","9"
"28/3 15","NiP (1)","EnVyUs (16)","inferno","SLTV StarSeries XII Finals","19394","4411","5991","1605","1","16"
"28/3 15","NiP (9)","EnVyUs (16)","cache","SLTV StarSeries XII Finals","19393","4411","5991","1605","9","16"
"28/3 15","Titan (5)","TSM (16)","dust2","SLTV StarSeries XII Finals","19392","5284","5996","1605","5","16"
"28/3 15","TSM (14)","Titan (16)","cache","SLTV StarSeries XII Finals","19391","5996","5284","1605","14","16"
"28/3 15","Titan (14)","TSM (16)","inferno","SLTV StarSeries XII Finals","19390","5284","5996","1605","14","16"
"28/3 15","Virtus.pro (17)","TSM (19)","overpass","SLTV StarSeries XII Finals","19388","5378","5996","1605","17","19"
"28/3 15","TSM (12)","Virtus.pro (16)","inferno","SLTV StarSeries XII Finals","19387","5996","5378","1605","12","16"
"28/3 15","Virtus.pro (12)","TSM (16)","cache","SLTV StarSeries XII Finals","19386","5378","5996","1605","12","16"
"28/3 15","Property (13)","Orbit (16)","inferno","Dustin March Madness 2015","19385","5319","5766","1703","13","16"
"28/3 15","Property (8)","Orbit (16)","cache","Dustin March Madness 2015","19384","5319","5766","1703","8","16"
"28/3 15","Titan (16)","Natus Vincere (10)","cache","SLTV StarSeries XII Finals","19382","5284","4608","1605","16","10"
"28/3 15","Natus Vincere (11)","Titan (16)","dust2","SLTV StarSeries XII Finals","19383","4608","5284","1605","11","16"
"27/3 15","Natus Vincere (2)","EnVyUs (16)","nuke","SLTV StarSeries XII Finals","19380","4608","5991","1605","2","16"
"27/3 15","Natus Vincere (14)","EnVyUs (16)","overpass","SLTV StarSeries XII Finals","19379","4608","5991","1605","14","16"
"27/3 15","EnVyUs (12)","Natus Vincere (16)","inferno","SLTV StarSeries XII Finals","19378","5991","4608","1605","12","16"
"27/3 15","NiP (16)","Virtus.pro (6)","inferno","SLTV StarSeries XII Finals","19377","4411","5378","1605","16","6"
"27/3 15","NiP (16)","Virtus.pro (6)","mirage","SLTV StarSeries XII Finals","19376","4411","5378","1605","16","6"
"27/3 15","Natus Vincere (16)","TSM (11)","overpass","SLTV StarSeries XII Finals","19375","4608","5996","1605","16","11"
"27/3 15","Natus Vincere (19)","TSM (15)","dust2","SLTV StarSeries XII Finals","19373","4608","5996","1605","19","15"
"27/3 15","TSM (16)","Natus Vincere (11)","inferno","SLTV StarSeries XII Finals","19372","5996","4608","1605","16","11"
"27/3 15","NiP (16)","Titan (11)","dust2","SLTV StarSeries XII Finals","19371","4411","5284","1605","16","11"
"27/3 15","NiP (25)","Titan (22)","cache","SLTV StarSeries XII Finals","19367","4411","5284","1605","25","22"
"27/3 15","CLG (16)","Mythic (8)","mirage","FACEIT League 2015 Stage 1","19366","5974","5479","1662","16","8"
"27/3 15","Cloud9 (13)","Liquid (16)","cbble","FACEIT League 2015 Stage 1","19365","5752","5973","1662","13","16"
"27/3 15","SKDC (9)","eLevate (16)","nuke","FACEIT League 2015 Stage 1","19364","5454","5775","1662","9","16"
"25/3 15","Titan (15)","Virtus.pro (21)","cbble","FACEIT League 2015 Stage 1","19356","5284","5378","1662","15","21"
"25/3 15","fnatic (14)","TSM (16)","cache","CCS Kick-off Season","19363","4991","5996","1686","14","16"
"25/3 15","fnatic (16)","TSM (8)","cbble","CCS Kick-off Season","19362","4991","5996","1686","16","8"
"25/3 15","TSM (16)","fnatic (14)","inferno","CCS Kick-off Season","19361","5996","4991","1686","16","14"
"25/3 15","NiP (16)","EnVyUs (12)","mirage","FACEIT League 2015 Stage 1","19355","4411","5991","1662","16","12"
"25/3 15","Titan (16)","EnVyUs (11)","cache","FACEIT League 2015 Stage 1","19354","5284","5991","1662","16","11"
"25/3 15","NiP (16)","Virtus.pro (7)","mirage","FACEIT League 2015 Stage 1","19353","4411","5378","1662","16","7"
"25/3 15","Natus Vincere (3)","fnatic (16)","cache","CCS Kick-off Season","19360","4608","4991","1686","3","16"
"25/3 15","Natus Vincere (13)","fnatic (16)","mirage","CCS Kick-off Season","19359","4608","4991","1686","13","16"
"25/3 15","fnatic (12)","Natus Vincere (16)","inferno","CCS Kick-off Season","19358","4991","4608","1686","12","16"
"25/3 15","Cloud9 (16)","SKDC (5)","dust2","FACEIT League 2015 Stage 1","19352","5752","5454","1662","16","5"
"25/3 15","Mythic (3)","Liquid (16)","mirage","FACEIT League 2015 Stage 1","19351","5479","5973","1662","3","16"
"25/3 15","eLevate (21)","CLG (19)","dust2","FACEIT League 2015 Stage 1","19349","5775","5974","1662","21","19"
"24/3 15","FlipSid3 (11)","Property (16)","nuke","Global Offensive Champions League Season 1","19348","5988","5319","1681","11","16"
"24/3 15","Property (21)","FlipSid3 (16)","cache","Global Offensive Champions League Season 1","19346","5319","5988","1681","21","16"
"24/3 15","PENTA (11)","dignitas (16)","mirage","Global Offensive Champions League Season 1","19345","5395","5422","1681","11","16"
"24/3 15","fnatic (11)","TSM (16)","cache","CCS Kick-off Season","19343","4991","5996","1686","11","16"
"24/3 15","TSM (16)","fnatic (7)","dust2","CCS Kick-off Season","19342","5996","4991","1686","16","7"
"24/3 15","PENTA (16)","dignitas (6)","dust2","Global Offensive Champions League Season 1","19344","5395","5422","1681","16","6"
"24/3 15","Natus Vincere (16)","FlipSid3 (3)","inferno","CCS Kick-off Season","19341","4608","5988","1686","16","3"
"24/3 15","Natus Vincere (16)","FlipSid3 (8)","mirage","CCS Kick-off Season","19340","4608","5988","1686","16","8"
"23/3 15","FlipSid3 (10)","fnatic (16)","cache","CCS Kick-off Season","19339","5988","4991","1686","10","16"
"23/3 15","fnatic (16)","FlipSid3 (5)","mirage","CCS Kick-off Season","19338","4991","5988","1686","16","5"
"23/3 15","fnatic (6)","FlipSid3 (16)","inferno","CCS Kick-off Season","19337","4991","5988","1686","6","16"
"23/3 15","Natus Vincere (12)","TSM (16)","dust2","CCS Kick-off Season","19336","4608","5996","1686","12","16"
"23/3 15","Natus Vincere (4)","TSM (16)","inferno","CCS Kick-off Season","19335","4608","5996","1686","4","16"
"22/3 15","NiP (9)","EnVyUs (16)","cbble","Gfinity 2015 Spring Masters 1","19333","4411","5991","1618","9","16"
"22/3 15","NiP (11)","EnVyUs (16)","dust2","Gfinity 2015 Spring Masters 1","19332","4411","5991","1618","11","16"
"22/3 15","NiP (5)","EnVyUs (16)","cache","Gfinity 2015 Spring Masters 1","19329","4411","5991","1618","5","16"
"22/3 15","NiP (16)","EnVyUs (14)","inferno","Gfinity 2015 Spring Masters 1","19328","4411","5991","1618","16","14"
"22/3 15","Cloud9 (3)","Virtus.pro (16)","inferno","Gfinity 2015 Spring Masters 1","19331","5752","5378","1618","3","16"
"22/3 15","Virtus.pro (16)","Cloud9 (13)","nuke","Gfinity 2015 Spring Masters 1","19330","5378","5752","1618","16","13"
"22/3 15","Cloud9 (10)","EnVyUs (16)","cache","Gfinity 2015 Spring Masters 1","19327","5752","5991","1618","10","16"
"22/3 15","Cloud9 (8)","EnVyUs (16)","cbble","Gfinity 2015 Spring Masters 1","19324","5752","5991","1618","8","16"
"22/3 15","Virtus.pro (12)","NiP (16)","inferno","Gfinity 2015 Spring Masters 1","19323","5378","4411","1618","12","16"
"22/3 15","NiP (7)","Virtus.pro (16)","mirage","Gfinity 2015 Spring Masters 1","19322","4411","5378","1618","7","16"
"22/3 15","NiP (16)","Virtus.pro (10)","nuke","Gfinity 2015 Spring Masters 1","19321","4411","5378","1618","16","10"
"22/3 15","Immunity (16)","TRIDENT (11)","dust2","FACEIT League 2015 Stage 1","19320","4791","5290","1662","16","11"
"22/3 15","AVANT GARDE (8)","Streamline (16)","cache","FACEIT League 2015 Stage 1","19319","5293","5869","1662","8","16"
"22/3 15","Chiefs (16)","Vox Eminor (5)","mirage","FACEIT League 2015 Stage 1","19318","6010","4784","1662","16","5"
"21/3 15","Cloud9 (16)","Orbit (5)","cache","Gfinity 2015 Spring Masters 1","19317","5752","5766","1618","16","5"
"21/3 15","Cloud9 (16)","Orbit (10)","nuke","Gfinity 2015 Spring Masters 1","19316","5752","5766","1618","16","10"
"21/3 15","Virtus.pro (16)","Cloud9 (5)","inferno","Gfinity 2015 Spring Masters 1","19312","5378","5752","1618","16","5"
"21/3 15","Property (10)","NiP (16)","mirage","Gfinity 2015 Spring Masters 1","19326","5319","4411","1618","10","16"
"21/3 15","NiP (16)","Property (13)","inferno","Gfinity 2015 Spring Masters 1","19325","4411","5319","1618","16","13"
"21/3 15","Property (16)","NiP (13)","cache","Gfinity 2015 Spring Masters 1","19313","5319","4411","1618","16","13"
"21/3 15","Virtus.pro (16)","Cloud9 (8)","nuke","Gfinity 2015 Spring Masters 1","19311","5378","5752","1618","16","8"
"21/3 15","Virtus.pro (9)","Cloud9 (16)","cbble","Gfinity 2015 Spring Masters 1","19310","5378","5752","1618","9","16"
"21/3 15","Infused (9)","Orbit (16)","inferno","Gfinity 2015 Spring Masters 1","19309","4554","5766","1618","9","16"
"21/3 15","Orbit (16)","Infused (7)","cache","Gfinity 2015 Spring Masters 1","19308","5766","4554","1618","16","7"
"21/3 15","NiP (9)","EnVyUs (16)","dust2","Gfinity 2015 Spring Masters 1","19307","4411","5991","1618","9","16"
"21/3 15","NiP (6)","EnVyUs (16)","inferno","Gfinity 2015 Spring Masters 1","19306","4411","5991","1618","6","16"
"21/3 15","G2 (10)","Property (16)","cache","Gfinity 2015 Spring Masters 1","19305","5995","5319","1618","10","16"
"21/3 15","Property (16)","G2 (11)","mirage","Gfinity 2015 Spring Masters 1","19304","5319","5995","1618","16","11"
"21/3 15","Cloud9 (16)","Orbit (5)","cbble","Gfinity 2015 Spring Masters 1","19303","5752","5766","1618","16","5"
"21/3 15","Cloud9 (16)","Orbit (9)","inferno","Gfinity 2015 Spring Masters 1","19302","5752","5766","1618","16","9"
"21/3 15","Cloud9 (17)","Orbit (19)","cache","Gfinity 2015 Spring Masters 1","19300","5752","5766","1618","17","19"
"21/3 15","EnVyUs (16)","Property (0)","cache","Gfinity 2015 Spring Masters 1","19296","5991","5319","1618","16","0"
"21/3 15","Property (11)","EnVyUs (16)","dust2","Gfinity 2015 Spring Masters 1","19295","5319","5991","1618","11","16"
"20/3 15","Infused (10)","Virtus.pro (16)","inferno","Gfinity 2015 Spring Masters 1","19298","4554","5378","1618","10","16"
"20/3 15","Infused (10)","Virtus.pro (16)","cache","Gfinity 2015 Spring Masters 1","19297","4554","5378","1618","10","16"
"20/3 15","G2 (8)","NiP (16)","nuke","Gfinity 2015 Spring Masters 1","19334","5995","4411","1618","8","16"
"20/3 15","G2 (5)","NiP (16)","cbble","Gfinity 2015 Spring Masters 1","19299","5995","4411","1618","5","16"
"20/3 15","Mythic (13)","CLG (16)","mirage","FACEIT League 2015 Stage 1","19294","5479","5974","1662","13","16"
"20/3 15","SKDC (13)","eLevate (16)","nuke","FACEIT League 2015 Stage 1","19293","5454","5775","1662","13","16"
"18/3 15","NiP (21)","EnVyUs (26)","inferno","CCS Kick-off Season","19290","4411","5991","1686","21","26"
"18/3 15","EnVyUs (16)","NiP (5)","mirage","CCS Kick-off Season","19289","5991","4411","1686","16","5"
"18/3 15","Virtus.pro (9)","EnVyUs (16)","overpass","CCS Kick-off Season","19288","5378","5991","1686","9","16"
"18/3 15","Virtus.pro (10)","EnVyUs (16)","inferno","CCS Kick-off Season","19287","5378","5991","1686","10","16"
"18/3 15","EnVyUs (10)","Virtus.pro (16)","mirage","CCS Kick-off Season","19286","5991","5378","1686","10","16"
"18/3 15","NiP (16)","TSM (12)","nuke","FACEIT League 2015 Stage 1","19285","4411","5996","1662","16","12"
"18/3 15","PENTA (8)","EnVyUs (16)","mirage","CCS Kick-off Season","19284","5395","5991","1686","8","16"
"18/3 15","PENTA (21)","EnVyUs (18)","inferno","CCS Kick-off Season","19282","5395","5991","1686","21","18"
"18/3 15","PENTA (14)","EnVyUs (16)","dust2","CCS Kick-off Season","19281","5395","5991","1686","14","16"
"18/3 15","Virtus.pro (4)","NiP (16)","inferno","CCS Kick-off Season","19280","5378","4411","1686","4","16"
"18/3 15","NiP (16)","Virtus.pro (14)","mirage","CCS Kick-off Season","19279","4411","5378","1686","16","14"
"17/3 15","PENTA (10)","NiP (16)","dust2","CCS Kick-off Season","19277","5395","4411","1686","10","16"
"17/3 15","NiP (16)","PENTA (13)","nuke","CCS Kick-off Season","19276","4411","5395","1686","16","13"
"17/3 15","Virtus.pro (5)","EnVyUs (16)","cache","CCS Kick-off Season","19278","5378","5991","1686","5","16"
"15/3 15","NiP (13)","fnatic (16)","inferno","ESL One Katowice 2015","19275","4411","4991","1611","13","16"
"15/3 15","NiP (16)","fnatic (10)","cache","ESL One Katowice 2015","19274","4411","4991","1611","16","10"
"15/3 15","NiP (14)","fnatic (16)","dust2","ESL One Katowice 2015","19273","4411","4991","1611","14","16"
"14/3 15","EnVyUs (10)","NiP (16)","dust2","ESL One Katowice 2015","19272","5991","4411","1611","10","16"
"14/3 15","NiP (16)","EnVyUs (9)","cache","ESL One Katowice 2015","19271","4411","5991","1611","16","9"
"14/3 15","fnatic (16)","Virtus.pro (8)","mirage","ESL One Katowice 2015","19270","4991","5378","1611","16","8"
"14/3 15","Virtus.pro (17)","fnatic (19)","cbble","ESL One Katowice 2015","19268","5378","4991","1611","17","19"
"14/3 15","NiP (16)","TSM (12)","nuke","ESL One Katowice 2015","19267","4411","5996","1611","16","12"
"14/3 15","NiP (4)","TSM (16)","inferno","ESL One Katowice 2015","19266","4411","5996","1611","4","16"
"14/3 15","NiP (16)","TSM (8)","dust2","ESL One Katowice 2015","19265","4411","5996","1611","16","8"
"13/3 15","Virtus.pro (16)","Keyd Stars (1)","nuke","ESL One Katowice 2015","19264","5378","6033","1611","16","1"
"13/3 15","Keyd Stars (19)","Virtus.pro (17)","overpass","ESL One Katowice 2015","19262","6033","5378","1611","19","17"
"13/3 15","Virtus.pro (16)","Keyd Stars (4)","mirage","ESL One Katowice 2015","19261","5378","6033","1611","16","4"
"13/3 15","fnatic (16)","PENTA (7)","cache","ESL One Katowice 2015","19260","4991","5395","1611","16","7"
"13/3 15","PENTA (8)","fnatic (16)","inferno","ESL One Katowice 2015","19259","5395","4991","1611","8","16"
"13/3 15","Natus Vincere (3)","EnVyUs (16)","cbble","ESL One Katowice 2015","19258","4608","5991","1611","3","16"
"13/3 15","Natus Vincere (16)","EnVyUs (14)","dust2","ESL One Katowice 2015","19257","4608","5991","1611","16","14"
"13/3 15","Natus Vincere (12)","EnVyUs (16)","cache","ESL One Katowice 2015","19256","4608","5991","1611","12","16"
"12/3 15","Cloud9 (8)","TSM (16)","overpass","ESL One Katowice 2015","19255","5752","5996","1611","8","16"
"12/3 15","Virtus.pro (16)","Cloud9 (11)","inferno","ESL One Katowice 2015","19253","5378","5752","1611","16","11"
"12/3 15","CLG (8)","Keyd Stars (16)","dust2","ESL One Katowice 2015","19252","5974","6033","1611","8","16"
"12/3 15","TSM (16)","3DMAX (10)","nuke","ESL One Katowice 2015","19254","5996","5789","1611","16","10"
"12/3 15","CLG (7)","NiP (16)","mirage","ESL One Katowice 2015","19251","5974","4411","1611","7","16"
"12/3 15","HellRaisers (12)","Keyd Stars (16)","inferno","ESL One Katowice 2015","19250","5310","6033","1611","12","16"
"12/3 15","Cloud9 (16)","TSM (14)","nuke","ESL One Katowice 2015","19249","5752","5996","1611","16","14"
"12/3 15","Virtus.pro (16)","3DMAX (5)","overpass","ESL One Katowice 2015","19248","5378","5789","1611","16","5"
"12/3 15","NiP (16)","Keyd Stars (9)","inferno","ESL One Katowice 2015","19247","4411","6033","1611","16","9"
"12/3 15","Natus Vincere (16)","Vox Eminor (3)","inferno","ESL One Katowice 2015","19245","4608","4784","1611","16","3"
"12/3 15","CLG (16)","HellRaisers (14)","nuke","ESL One Katowice 2015","19246","5974","5310","1611","16","14"
"12/3 15","PENTA (16)","LGB (12)","dust2","ESL One Katowice 2015","19244","5395","5962","1611","16","12"
"12/3 15","fnatic (16)","Natus Vincere (7)","cbble","ESL One Katowice 2015","19243","4991","4608","1611","16","7"
"12/3 15","Vox Eminor (16)","FlipSid3 (2)","cache","ESL One Katowice 2015","19242","4784","5988","1611","16","2"
"12/3 15","Titan (4)","PENTA (16)","cache","ESL One Katowice 2015","19241","5284","5395","1611","4","16"
"12/3 15","LGB (8)","EnVyUs (16)","cache","ESL One Katowice 2015","19240","5962","5991","1611","8","16"
"12/3 15","Natus Vincere (16)","FlipSid3 (2)","mirage","ESL One Katowice 2015","19239","4608","5988","1611","16","2"
"12/3 15","fnatic (16)","Vox Eminor (3)","inferno","ESL One Katowice 2015","19238","4991","4784","1611","16","3"
"12/3 15","PENTA (3)","LGB (16)","dust2","ESL One Katowice 2015","19236","5395","5962","1611","3","16"
"12/3 15","Titan (14)","EnVyUs (16)","cbble","ESL One Katowice 2015","19237","5284","5991","1611","14","16"
"8/3 15","Orbit (16)","G2 (13)","dust2","GameAgents League Season 1","19234","5766","5995","1688","16","13"
"8/3 15","Orbit (7)","G2 (16)","mirage","GameAgents League Season 1","19233","5766","5995","1688","7","16"
"8/3 15","Orbit (16)","G2 (12)","cache","GameAgents League Season 1","19232","5766","5995","1688","16","12"
"8/3 15","AliGon (12)","PENTA (16)","inferno","CCS Kick-off Season Closed Qualifier #2","19231","4894","5395","1680","12","16"
